Date,Open,High,Low,Close,Volume,WeekOfYear,WeekOfYear_sin,WeekOfYear_cos,DayOfWeek,DayOfWeek_sin,DayOfWeek_cos,RSI_14,Open_logret,High_logret,Low_logret,Close_logret
2010-06-29,1.2666670083999634,1.6666669845581055,1.1693329811096191,1.5926669836044312,281494500,26,0.17689027512257316,-0.9842305779475968,1,0.7818314824680298,0.6234898018587336,,,,,
2010-06-30,1.7193330526351929,2.0280001163482666,1.553333044052124,1.5886670351028442,257806500,26,0.17689027512257316,-0.9842305779475968,2,0.9749279121818236,-0.22252093395631434,,0.30554740767751887,0.1962243285990395,0.28396948861265126,-0.002514637309907586
2010-07-01,1.6666669845581055,1.7280000448226929,1.3513330221176147,1.4639999866485596,123282000,26,0.17689027512257316,-0.9842305779475968,3,0.43388373911755823,-0.900968867902419,,-0.031110641030321906,-0.1600854467789533,-0.13931144417791969,-0.08172291550447508
2010-07-02,1.5333329439163208,1.5399999618530273,1.24733304977417,1.2799999713897705,77097000,26,0.17689027512257316,-0.9842305779475968,4,-0.433883739117558,-0.9009688679024191,,-0.08338205364154522,-0.11518230466614593,-0.08008381720751362,-0.13431235083949966
2010-07-06,1.3333330154418945,1.3333330154418945,1.0553330183029175,1.0740000009536743,103003500,27,0.05924062789371414,-0.9982437317643215,1,0.7818314824680298,0.6234898018587336,,-0.13976192682611716,-0.14410055762160262,-0.16715133757350228,-0.1754700586051459
2010-07-07,1.0933330059051514,1.108667016029358,0.9986670017242432,1.053333044052124,103825500,27,0.05924062789371414,-0.9982437317643215,2,0.9749279121818236,-0.22252093395631434,,-0.19845099978227126,-0.18452342681091136,-0.05519026178623027,-0.019430532678023985
2010-07-08,1.0759999752044678,1.1679999828338623,1.0379999876022339,1.1640000343322754,115671000,27,0.05924062789371414,-0.9982437317643215,3,0.43388373911755823,-0.900968867902419,,-0.015980395555484653,0.052134462486737476,0.03862966030807538,0.09990291450771373
2010-07-09,1.1720000505447388,1.1933330297470093,1.1033329963684082,1.159999966621399,60759000,27,0.05924062789371414,-0.9982437317643215,4,-0.433883739117558,-0.9009688679024191,,0.08546129558631269,0.021457387633519842,0.06103982251473982,-0.0034424024607108417
2010-07-12,1.196666955947876,1.2046669721603394,1.1333329677581787,1.136667013168335,33037500,28,-0.05924062789371389,-0.9982437317643215,0,0.0,1.0,,0.020828421289490556,0.009452899751245525,0.026827225073102437,-0.020319668876170094
2010-07-13,1.1593329906463623,1.2426669597625732,1.1266670227050781,1.2093329429626465,40201500,28,-0.05924062789371389,-0.9982437317643215,1,0.7818314824680298,0.6234898018587336,,-0.031695323896964556,0.03105668692188221,-0.005899083550448936,0.06196861331902909
2010-07-14,1.1959999799728394,1.3433330059051514,1.184000015258789,1.3226670026779175,62928000,28,-0.05924062789371389,-0.9982437317643215,2,0.9749279121818236,-0.22252093395631434,,0.031137807109066107,0.07789399953174164,0.049634812512112464,0.08958123400877288
2010-07-15,1.329332947731018,1.4333330392837524,1.2666670083999634,1.3259999752044678,56097000,28,-0.05924062789371389,-0.9982437317643215,3,0.43388373911755823,-0.900968867902419,,0.10569463457616557,0.06484868533312688,0.06749049850433414,0.0025167182689255774
2010-07-16,1.3799999952316284,1.4199999570846558,1.3366669416427612,1.3760000467300415,39319500,28,-0.05924062789371389,-0.9982437317643215,4,-0.433883739117558,-0.9009688679024191,,0.03740622235428376,-0.009345687489420107,0.05379011051448471,0.03701390040776309
2010-07-19,1.4246670007705688,1.4833329916000366,1.3946670293807983,1.4606670141220093,37297500,29,-0.1768902751225729,-0.9842305779475968,0,0.0,1.0,,0.031854607028782844,0.04363473573691934,0.04247653979862892,0.05971241690769241
2010-07-20,1.4566669464111328,1.4566669464111328,1.3366669416427612,1.3533329963684082,27379500,29,-0.1768902751225729,-0.9842305779475968,1,0.7818314824680298,0.6234898018587336,45.230026197310046,0.022212809741072148,-0.018140664644388238,-0.04247653979862892,-0.07632275442299008
2010-07-21,1.3773330450057983,1.3933329582214355,1.2999999523162842,1.3480000495910645,18787500,29,-0.1768902751225729,-0.9842305779475968,2,0.9749279121818236,-0.22252093395631434,44.865818273521974,-0.05600185923187939,-0.044452223834172966,-0.02781493058041451,-0.003948386677901539
2010-07-22,1.3666670322418213,1.4166669845581055,1.3580000400543213,1.399999976158142,14367000,29,-0.1768902751225729,-0.9842305779475968,3,0.43388373911755823,-0.900968867902419,49.16426749716076,-0.007774100715614962,0.016608230012693792,0.04364883084387694,0.0378501703125762
2010-07-23,1.4126670360565186,1.4373329877853394,1.4040000438690186,1.4193329811096191,9804000,29,-0.1768902751225729,-0.9842305779475968,4,-0.433883739117558,-0.9009688679024191,50.703101517982816,0.033104480125917046,0.01448238586732331,0.03331227821777272,0.013714810050456105
2010-07-26,1.4333330392837524,1.4333330392837524,1.3533329963684082,1.3966670036315918,13833000,30,-0.29205677063697566,-0.9564009842765224,0,0.0,1.0,48.83660190074664,0.014523096218466314,-0.002786775648955131,-0.03675490089271899,-0.01609834311219327
2010-07-27,1.3940000534057617,1.4119999408721924,1.3506669998168945,1.3700000047683716,9295500,30,-0.29205677063697566,-0.9564009842765224,1,0.7818314824680298,0.6234898018587336,46.66027061490914,-0.02782517823102082,-0.01499543168468398,-0.0019718915822017347,-0.019277943208980408
2010-07-28,1.3700000047683716,1.3933329582214355,1.3673330545425415,1.3813329935073853,7008000,30,-0.29205677063697566,-0.9564009842765224,2,0.9749279121818236,-0.22252093395631434,47.72641699076323,-0.017366607328898054,-0.013308408546377992,0.01226362271381859,0.008238226955451955
2010-07-29,1.3846670389175415,1.3919999599456787,1.3333330154418945,1.3566670417785645,9240000,30,-0.29205677063697566,-0.9564009842765224,3,0.43388373911755823,-0.900968867902419,45.59052764729654,0.010648962303075105,-0.0009571555118822461,-0.025180333055083104,-0.018017982994436632
