Date,Open,High,Low,Close,Volume,WeekOfYear,WeekOfYear_sin,WeekOfYear_cos,DayOfWeek,DayOfWeek_sin,DayOfWeek_cos,RSI_14,Open_logret,High_logret,Low_logret,Close_logret
1981-01-05,0.15122799575328827,0.15122799575328827,0.15067000687122345,0.15067000687122345,35728000,2,0.1182731709213658,0.9929810960135169,0,0.0,1.0,37.90518382171664,-0.01828087349112506,-0.02550070314483599,-0.02197741677791254,-0.02197741677791254
1981-01-06,0.1445309966802597,0.1445309966802597,0.1439729928970337,0.1439729928970337,45158400,2,0.1182731709213658,0.9929810960135169,1,0.7818314824680298,0.6234898018587336,34.77573517062493,-0.045294609257920726,-0.045294609257920726,-0.04546632775738102,-0.04546632775738102
1981-01-07,0.13839299976825714,0.13839299976825714,0.13783499598503113,0.13783499598503113,55686400,2,0.1182731709213658,0.9929810960135169,2,0.9749279121818236,-0.22252093395631434,32.15541987776368,-0.04339653225127149,-0.04339653225127149,-0.043568444168119225,-0.043568444168119225
1981-01-08,0.13560299575328827,0.13560299575328827,0.13504500687122345,0.13504500687122345,39827200,2,0.1182731709213658,0.9929810960135169,3,0.43388373911755823,-0.900968867902419,31.011589097741293,-0.020365994357117723,-0.020365994357117723,-0.020449181382612647,-0.020449181382612647
1981-01-09,0.14229899644851685,0.14285700023174286,0.14229899644851685,0.14229899644851685,21504000,2,0.1182731709213658,0.9929810960135169,4,-0.433883739117558,-0.9009688679024191,37.2605447111779,0.04819898486820451,0.052112663710395246,0.05232234559679494,0.05232234559679494
1981-01-12,0.14229899644851685,0.14229899644851685,0.141183003783226,0.141183003783226,23699200,3,0.23488604578098368,0.9720229140804107,0,0.0,1.0,36.7096349584254,0.0,-0.003913678842190738,-0.007873504699400735,-0.007873504699400735
1981-01-13,0.1367190033197403,0.1367190033197403,0.13616099953651428,0.13616099953651428,23049600,3,0.23488604578098368,0.9720229140804107,1,0.7818314824680298,0.6234898018587336,34.2551648797927,-0.04000270386310523,-0.04000270386310523,-0.03621894231197009,-0.03621894231197009
1981-01-14,0.1367190033197403,0.1372770071029663,0.1367190033197403,0.1367190033197403,14291200,3,0.23488604578098368,0.9720229140804107,2,0.9749279121818236,-0.22252093395631434,34.77698795330143,0.0,0.004073085252637387,0.004089743148265601,0.004089743148265601
1981-01-15,0.13950900733470917,0.140625,0.13950900733470917,0.13950900733470917,14067200,3,0.23488604578098368,0.9720229140804107,3,0.43388373911755823,-0.900968867902419,37.4502384990452,0.020201419041314228,0.02409593886281791,0.020201419041314228,0.020201419041314228
1981-01-16,0.13895100355148315,0.13895100355148315,0.13839299976825714,0.13839299976825714,13395200,3,0.23488604578098368,0.9720229140804107,4,-0.433883739117558,-0.9009688679024191,36.80049863875254,-0.004007789329286471,-0.011975394403427542,-0.008031705689295787,-0.008031705689295787
1981-01-19,0.14676299691200256,0.14732100069522858,0.14676299691200256,0.14676299691200256,41574400,4,0.34820163543439875,0.9374196611341209,0,0.0,1.0,44.56810961070742,0.05469764121939402,0.05849250566232089,0.05872155757940334,0.05872155757940334
1981-01-20,0.14285700023174286,0.14285700023174286,0.14229899644851685,0.14229899644851685,30083200,4,0.34820163543439875,0.9374196611341209,1,0.7818314824680298,0.6234898018587336,41.62939432685295,-0.026974888226125815,-0.030769752669052686,-0.030888567068316553,-0.030888567068316553
1981-01-21,0.14508900046348572,0.14620499312877655,0.14508900046348572,0.14508900046348572,15904000,4,0.34820163543439875,0.9374196611341209,2,0.9749279121818236,-0.22252093395631434,44.1098630348573,0.015503218876047997,0.023165567911571427,0.019416897718238735,0.019416897718238735
1981-01-22,0.14676299691200256,0.1478790044784546,0.14676299691200256,0.14676299691200256,35548800,4,0.34820163543439875,0.9374196611341209,3,0.43388373911755823,-0.900968867902419,45.6034994784674,0.011471669350077818,0.011384702630404142,0.011471669350077818,0.011471669350077818
1981-01-23,0.14676299691200256,0.14732100069522858,0.14620499312877655,0.14620499312877655,11222400,4,0.34820163543439875,0.9374196611341209,4,-0.433883739117558,-0.9009688679024191,45.17015960986001,0.0,-0.003780517872922884,-0.0038093203145543875,-0.0038093203145543875
